,2016/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017,,,2017,2017/Annual
Name,주당배당금/0D2007,주당배당금/0D2007,배당금/136300,현금배당금/136310,당좌비율/203220,매출채권회전율/194120,재고자산회전율1/194080,이익잉여금/118300,베타/280223,매출액증가율/091060,부채비율/193060,당기순이익/133000,유동비율/193020,매출액/121000,자기자본증가율/191050,매출액(종업원1인당)/195020,1대주주명(지분)/0A2211,종업원수/0A1060,기업규모/0A1070,KIS 신용평점/0A3010,기말시가총액합계(보통주+우선주)/0D1113
대한광통신(주),-,-,,,169.62,3.79,7.46,"-26,534,290,000.",1.16,16.81,61.09,"14,294,584,000.",211.06,"135,510,913,000.",60.59,"621,609,690.0",대청기업(주)(18.56),297.,중소기업,5,"394,294,725,000."
대창단조(주),"1,300.","1,000.","2,000,000,000.","2,000,000,000.",411.02,4.83,8.36,"132,052,676,000.",.61,27.24,16.57,"10,092,705,000.",547.58,"217,913,966,000.",5.39,"1,689,255,550.0",박권일(12.31),120.,대기업,2,"117,600,000,000."
(주)네이처셀,-,-,,,162.93,6.43,5.24,"-5,858,116,000.",1.27,1.60,30.29,"-460,739,000.",211.86,"27,215,252,000.",23.58,"309,264,230.0",(주)바이오스타코리아(20.67),90.,중소기업,6,"1,192,857,115,550."
디와이(주),135.01,115.72,"3,045,777,000.","3,045,777,000.",288.35,7.42,6.63,"121,164,484,000.",.49,21.87,7.18,"-145,751,000.",438.62,"113,750,311,000.",-1.62,"366,936,490.0",조병호(39.39),259.,대기업,4,"169,235,240,190."
(주)락앤락,492.61,128.08,"7,044,258,000.","7,044,258,000.",202.,8.66,4.11,"280,948,197,000.",.08,-19.86,5.73,"40,747,516,000.",379.99,"163,837,004,000.",2.60,"406,543,430.0",CONSUMER STRENGTH LIMITED(63.57),570.,대기업,2,"1,498,750,000,000."
보성파워텍(주),-,-,,,120.18,3.44,3.75,"-16,102,992,000.",1.09,8.36,44.02,"-9,526,234,000.",195.07,"75,383,741,000.",-10.15,"443,433,770.0",임도수(6.71),153.,중소기업,7,"113,490,429,525."
(주)이노션,950.,"1,000.","20,000,000,000.","20,000,000,000.",227.95,1.27,,"464,601,663,000.",.25,-0.10,56.45,"38,379,976,000.",227.95,"421,637,499,000.",3.12,"635,954,000.0",정성이(28.00),663.,대기업,4,"1,464,000,000,000."
삼성공조(주),88.81,98.68,"801,900,000.","801,900,000.",415.29,6.24,13.53,"195,793,572,000.",.32,14.05,18.07,"10,317,706,000.",435.09,"77,602,683,000.",4.93,"335,942,350.0",고호곤(34.73),222.,대기업,3,"93,046,295,300."
세방전지(주),343.58,392.66,"5,497,271,000.","5,497,271,000.",239.17,5.27,8.31,"834,979,653,000.",.04,15.56,27.03,"66,425,641,000.",303.24,"1,108,228,132,000.",7.66,"1,207,220,190.0",세방(주)(37.95),"1,078.",대기업,3,"500,500,000,000."
삼익THK(주),325.29,394.29,"8,280,000,000.","8,280,000,000.",94.45,5.85,5.34,"145,715,173,000.",.96,47.81,69.13,"28,235,336,000.",170.42,"371,106,644,000.",13.47,"619,543,650.0",THK(33.34),598.,대기업,4,"455,700,000,000."
(주)신흥,60.05,59.93,"575,326,000.","575,326,000.",71.14,5.48,4.43,"77,942,267,000.",.23,-2.86,38.87,"3,264,423,000.",152.16,"120,763,130,000.",1.98,"378,567,810.0",이용익(21.09),295.,대기업,3,"106,560,000,000."
(주)에스엠코어,48.37,50.,"1,000,000,000.","1,000,000,000.",339.4,2.19,53.40,"24,810,750,000.",1.09,45.95,32.01,"-2,392,558,000.",350.13,"71,252,475,000.",86.24,"345,885,800.0",SK(주)(26.65),305.,대기업,5,"338,000,000,000."
(주)성광벤드,146.48,97.65,"2,792,855,000.","2,792,855,000.",603.36,2.49,1.19,"428,631,937,000.",.48,-30.26,7.39,"-18,651,597,000.","1,106.54","133,488,388,000.",-4.51,"388,047,640.0",안재일(26.56),338.,대기업,5,"285,428,000,000."
에스엘(주),260.,400.,"13,546,036,000.","13,546,036,000.",310.69,4.76,12.64,"593,590,287,000.",.27,12.84,20.19,"132,076,049,000.",356.17,"720,851,055,000.",19.47,"316,024,140.0",이성엽(23.97),"4,076.",대기업,2,"829,694,705,000."
(주)STX,-,-,,,54.31,7.79,13.13,"-120,813,000,000.",.06,8.87,"1,063.93","336,179,000,000.",77.07,"1,595,494,000,000.",,"13,407,512,610.0",한국산업은행(49.79),123.,대기업,7,"426,018,955,500."
일진홀딩스(주),65.23,-,,,13.66,,,"99,661,568,000.",.97,-5.46,13.70,"-72,047,206,000.",13.66,"4,761,809,000.",-24.34,"680,258,430.0",허정석(29.10),18.,대기업,4,"258,087,336,090."
유성기업(주),118.61,118.61,"3,077,700,000.","3,077,700,000.",268.49,6.28,8.83,"182,911,926,000.",.22,-2.38,41.32,"6,254,670,000.",343.64,"251,413,206,000.",2.04,"392,220,290.0",류시영(20.11),629.,대기업,4,"92,373,100,000."
아진산업(주),-,-,,,88.24,3.70,21.59,"94,701,833,000.",.76,-14.62,138.23,"1,695,825,000.",97.07,"128,150,279,000.",3.31,"188,456,290.0",(주)우신산업(28.77),694.,대기업,6,"77,212,958,480."
영흥철강(주),17.62,5.87,"504,024,000.","504,024,000.",65.08,3.30,4.79,"117,843,762,000.",.53,5.80,80.03,"-4,202,789,000.",110.40,"177,010,723,000.",-3.32,"419,456,690.0",장세일(17.13),377.,대기업,7,"106,424,871,160."
유니슨(주),-,-,,,40.17,11.77,4.23,"13,224,097,000.",1.05,219.65,327.40,"13,465,198,000.",61.35,"185,635,538,000.",97.87,"982,198,610.0",Toshiba Corporation(20.38),204.,대기업,8,"304,792,154,550."
(주)디케이디앤아이,-,-,,,27.5,6.41,14.14,"32,202,745,000.",.32,3.61,62.42,"3,868,371,000.",36.14,"28,613,061,000.",8.40,"427,060,610.0",(주)디케이마린(27.58),58.,중소기업,6,"39,660,201,855."
(주)부스타,100.,90.,"756,432,000.","756,432,000.",246.68,4.88,9.31,"56,746,616,000.",.31,-8.53,22.11,"4,635,252,000.",329.32,"78,949,525,000.",4.99,"360,500,110.0",유동근(27.61),379.,중소기업,2,"43,284,720,000."
참엔지니어링(주),-,-,,,55.37,5.06,6.37,"-55,676,205,000.",.66,91.31,250.87,"4,027,713,000.",81.73,"211,234,796,000.",6.75,"679,211,560.0",김인한(18.98),263.,대기업,8,"131,337,187,860."
피에스텍(주),73.81,73.86,"1,452,800,000.","1,452,800,000.",577.57,6.45,6.81,"113,522,272,000.",.6,39.69,11.26,"8,972,704,000.",655.85,"70,833,779,000.",8.68,"540,715,870.0",(주)풍성(44.93),130.,중소기업,3,"102,476,756,030."
한신기계공업(주),63.68,63.68,"2,066,087,000.","2,066,087,000.",543.94,1.74,4.23,"54,642,832,000.",1.02,-11.79,13.82,"4,771,712,000.",670.59,"54,189,426,000.",2.20,"558,653,880.0",최영민(18.62),87.,중소기업,3,"125,728,835,125."
어보브반도체(주),48.17,71.75,"1,252,711,000.","1,252,711,000.",429.37,5.74,8.52,"46,273,955,000.",.69,3.79,21.24,"-5,150,780,000.",572.41,"103,291,890,000.",-8.36,"577,049,660.0",최원(18.83),196.,중소기업,4,"133,391,748,920."
두산중공업(주),550.,-,"17,498,109,000.","17,498,109,000.",55.11,2.03,17.01,"1,595,349,499,000.",.77,-7.83,162.86,"15,779,777,000.",60.19,"4,336,698,891,000.",4.10,"569,943,340.0",(주)두산(41.28),"6,784.",대기업,6,"1,634,198,791,700."
한솔테크닉스(주),-,-,,,69.3,6.89,22.03,"6,267,512,000.",.87,24.97,131.55,"6,697,576,000.",85.09,"584,556,918,000.",3.65,"756,218,520.0",한솔홀딩스(주)(20.04),680.,대기업,6,"369,234,962,600."
화천기계(주),-,90.,"198,000,000.","198,000,000.",188.59,6.75,11.57,"106,529,237,000.",.41,6.62,27.31,"582,772,000.",246.12,"208,414,257,000.",0.29,"616,610,230.0",화천기공(주)(29.95),328.,대기업,4,"47,740,000,000."
한국조선해양(주),-,-,,,104.59,1.88,8.67,"15,925,512,111,000.",.61,-33.67,89.90,"4,092,460,309,000.",112.44,"10,105,838,945,000.",-24.05,"612,735,040.0",현대중공업지주(주)(27.84),642.,대기업,7,"5,694,875,313,000."
대덕전자(주),256.03,256.03,"12,493,527,000.","12,493,527,000.",310.94,7.99,10.40,"432,618,272,000.",.65,4.34,16.74,"35,608,234,000.",369.11,"512,147,273,000.",11.40,"453,227,680.0",김영재(11.40),"2,428.",대기업,2,"481,131,518,000."
디젠스(주),-,-,,,51.42,3.10,10.51,"2,138,022,000.",1.07,-17.89,215.83,"-7,515,252,000.",61.83,"53,050,963,000.",-31.47,"258,785,190.0",디에이치코리아(주)(42.64),140.,중소기업,7,"35,033,232,240."
동일제강(주),20.,10.,"150,000,000.","150,000,000.",376.39,2.87,6.84,"92,949,164,000.",.26,13.55,14.37,"1,371,233,000.",485.78,"107,580,545,000.",0.23,"889,095,410.0",에스폼(주)(34.40),128.,대기업,3,"48,975,000,000."
(주)에이스테크놀로지,-,-,,,56.91,2.69,11.39,"-31,123,734,000.",1.57,21.71,293.27,"-54,449,324,000.",67.89,"258,444,809,000.",-40.76,"725,968,560.0",구관영(10.42),401.,대기업,9,"144,464,799,600."
(주)스페코,-,-,,,65.44,2.03,8.63,"25,533,121,000.",.71,-24.75,74.16,"-2,111,109,000.",78.77,"37,963,619,000.",-2.46,"361,558,280.0",김종섭(39.42),63.,중소기업,7,"61,406,419,300."
(주)진도,200.,270.,"3,365,178,000.","3,365,178,000.",77.49,5.18,2.14,"26,672,528,000.",.3,4.17,53.90,"9,642,813,000.",191.25,"128,185,894,000.",7.38,"543,160,570.0",(주)임오파트너스(40.73),234.,대기업,4,"66,595,430,400."
(주)신성이엔지,-,-,,,67.27,2.04,22.40,"-74,995,751,000.",.63,130.08,679.38,"-46,165,865,000.",70.81,"487,439,591,000.",-35.49,"526,392,650.0",이완근(8.75),536.,대기업,9,"331,282,960,395."
(주)키위미디어그룹,-,-,,,115.5,2.79,61.07,"-37,023,901,000.",.3,499.78,113.14,,116.23,"34,526,626,000.",-27.08,"539,478,530.0",(주)키위컴퍼니(2.81),72.,중소기업,8,"113,151,632,064."
(주)퍼시스,575.52,656.12,"7,545,431,000.","7,545,431,000.",456.02,14.66,10.57,"386,147,582,000.",.09,24.99,13.63,"22,061,158,000.",539.71,"289,460,886,000.",4.42,"994,710,950.0",(주)시디즈(30.75),201.,대기업,2,"379,500,000,000."
한미반도체(주),424.84,198.83,"12,641,826,000.","12,641,826,000.",209.3,4.04,5.77,"199,129,679,000.",.83,18.64,36.66,"8,677,838,000.",257.76,"196,426,640,000.",5.05,"344,608,140.0",곽동신(27.14),568.,대기업,3,"753,447,885,000."
(주)아세아텍,72.46,74.08,"1,296,449,000.","1,296,449,000.","1,172.28",4.90,4.45,"61,259,004,000.",1.27,-1.27,4.13,"3,894,285,000.","1,821.45","101,623,710,000.",4.43,"404,875,340.0",김신길(25.11),250.,대기업,2,"60,900,000,000."
삼화전자공업(주),-,-,,,28.12,1.83,8.30,"-34,395,042,000.",1.48,11.09,,"-13,283,751,000.",35.78,"31,129,045,000.",,"268,353,840.0",오영주(22.12),116.,중소기업,9,"24,360,652,800."
에스케이하이닉스(주),581.87,969.78,"706,002,000,000.","706,002,000,000.",162.38,7.29,15.15,"25,712,494,000,000.",1.77,77.61,35.22,"10,110,797,000,000.",189.93,"29,718,939,000,000.",41.92,"1,269,551,840.0",SK텔레콤(주)(20.07),"28,057.",대기업,4,"55,692,180,922,500."
시그네틱스(주),-,-,,,56.87,9.01,10.72,"64,911,610,000.",.73,23.10,39.30,"1,614,457,000.",94.45,"265,500,005,000.",2.78,"1,758,278,180.0",(주)영풍(31.62),152.,대기업,4,"112,732,739,485."
(주)베셀,100.,147.94,"1,655,749,000.","1,655,749,000.",154.16,1.75,,"26,111,383,000.",.92,83.69,114.45,"4,974,940,000.",154.16,"80,513,243,000.",6.76,"408,696,660.0",서기만(22.71),146.,중소기업,6,"75,436,560,320."
(주)폴루스바이오팜,-,-,,,23.25,8.35,47.53,"-23,119,284,000.",2.01,-0.80,156.36,"-3,563,435,000.",24.62,"29,622,795,000.",87.20,"1,057,956,960.0",(주)데이비드앤케이(5.72),23.,중소기업,9,"174,392,265,200."
(주)케이피에프,144.86,140.65,"2,093,734,000.","2,093,734,000.",92.98,5.13,4.59,"130,119,036,000.",.33,2.22,111.49,"7,026,094,000.",127.84,"274,970,804,000.",1.28,"622,105,890.0",(주)송현홀딩스(43.21),484.,대기업,7,"72,423,513,330."
(주)파라텍,50.98,53.5,"891,962,000.","807,496,000.",205.68,2.97,28.40,"76,250,649,000.",.29,14.36,69.44,"12,189,994,000.",223.83,"259,209,218,000.",16.26,"1,246,198,160.0",(주)베이스에이치디(54.48),223.,대기업,5,"74,021,992,800."
(주)경동나비엔,148.64,198.18,"2,524,770,000.","2,524,770,000.",74.43,6.16,11.61,"184,187,689,000.",.24,12.59,76.28,"16,291,264,000.",110.15,"569,819,524,000.",5.63,"584,430,280.0",(주)경동원(50.51),"1,113.",대기업,4,"653,536,863,000."
화천기공(주),"1,250.","1,250.","2,750,000,000.","2,750,000,000.",281.92,4.25,6.95,"181,770,153,000.",.54,20.0,27.44,"9,459,119,000.",353.52,"195,264,239,000.",2.78,"581,143,570.0",권영열(31.02),339.,대기업,3,"122,320,000,000."
(주)풍강,-,77.64,"767,058,000.","767,058,000.",179.38,5.65,5.64,"44,421,989,000.",.77,-3.51,51.75,"3,023,949,000.",301.65,"83,101,332,000.",4.07,"314,777,770.0",김진용(29.51),267.,중소기업,4,"35,861,906,190."
아비코전자(주),220.,200.,"2,658,587,000.","2,658,587,000.",942.58,6.99,11.22,"51,477,479,000.",.42,4.31,6.92,"9,209,800,000.","1,078.08","84,082,996,000.",7.54,"483,235,610.0",행진개발(주)(21.67),370.,중소기업,2,"112,325,292,300."
쌍용정보통신(주),-,-,,,124.3,3.71,57.59,"-16,627,631,000.",.59,-32.42,187.95,"-5,005,774,000.",130.24,"143,511,302,000.",-7.13,"360,581,160.0",한앤코시멘트홀딩스(유)(49.84),316.,대기업,8,"53,007,884,540."
삼륭물산(주),49.01,73.51,"1,111,875,000.","1,111,875,000.",71.3,5.40,7.94,"45,574,807,000.",.13,-8.52,57.42,"2,787,741,000.",92.23,"37,183,414,000.",4.03,"453,456,270.0",조락교(37.62),77.,중소기업,4,"76,683,750,000."
엘지디스플레이(주),500.,500.,"178,908,000,000.","178,908,000,000.",90.59,5.22,15.10,"9,789,067,000,000.",.74,4.80,83.74,"1,779,721,000,000.",113.34,"25,591,082,000,000.",13.03,"768,224,120.0",LG전자(주)(37.90),"29,089.",대기업,3,"10,698,689,430,000."
코웰패션(주),-,29.74,"2,691,424,000.","2,691,424,000.",156.21,5.93,9.55,"85,033,232,000.",.39,-8.72,52.75,"44,221,262,000.",180.06,"132,917,951,000.",26.99,"266,368,640.0",(주)대명화학(56.99),510.,대기업,4,"490,491,261,260."
(주)부방,-,-,,,248.56,4.0,10.78,"82,961,328,000.",.87,80.05,11.49,"-22,178,004,000.",248.56,"26,323,558,000.",-10.69,"548,407,460.0",이대희(34.85),26.,대기업,4,"146,609,819,000."
(주)에이엔피,-,-,,,56.78,6.27,4.30,"1,167,038,000.",1.47,-5.07,133.60,"-10,856,615,000.",105.50,"91,690,922,000.",-17.43,"230,959,500.0",전운관(18.64),376.,대기업,7,"42,404,520,028."
대동전자(주),-,-,,,565.66,8.08,25.0,"91,770,240,000.",.16,9.90,18.59,"3,463,123,000.",573.73,"17,137,157,000.",3.24,"153,010,330.0",DAIMEI SHOUJI(SINGAPORE)PTE.LT(29.89),109.,중소기업,3,"49,042,839,725."
우리조명(주),-,-,,,57.44,4.40,7.94,"35,864,999,000.",.58,-22.74,38.26,"-4,446,289,000.",84.85,"28,563,979,000.",-4.29,"549,307,290.0",윤철주(23.21),59.,대기업,5,"40,749,670,710."
(주)광명전기,-,-,,,148.75,5.44,11.61,"42,582,774,000.",1.07,8.41,50.86,"-1,349,854,000.",173.38,"105,083,042,000.",-1.05,"553,068,640.0",이재광(14.99),200.,중소기업,6,"112,244,422,850."
경인전자(주),218.31,218.31,"342,922,000.","342,922,000.","2,219.76",5.93,85.23,"32,712,006,000.",.19,-42.55,3.65,"-484,126,000.","2,228.96","8,741,249,000.",0.58,"794,659,000.0",김효조(21.34),11.,중소기업,5,"30,944,700,900."
평화산업(주),8.32,-,,,63.48,7.14,24.54,"-3,317,852,000.",.28,-0.83,157.17,"-7,078,662,000.",79.41,"322,734,832,000.",18.20,"384,666,070.0",평화홀딩스(주)(73.31),810.,대기업,6,"53,674,516,140."
덕양산업(주),-,-,,,67.48,7.36,324.29,"8,709,235,000.",1.06,10.98,452.36,"1,127,078,000.",68.71,"914,027,609,000.",6.53,"1,255,532,430.0",윤성희(20.04),769.,대기업,8,"45,916,621,800."
지엠비코리아(주),150.,100.,"1,907,228,000.","1,907,228,000.",87.48,4.10,8.60,"198,166,241,000.",.39,-4.76,88.66,"8,550,518,000.",128.68,"434,288,749,000.",3.32,"627,584,900.0",GMB CORP(54.37),669.,대기업,5,"158,872,092,400."
(주)모토닉,170.37,235.6,"7,774,730,000.","7,774,730,000.","1,559.02",11.36,15.07,"347,308,987,000.",.6,10.57,8.09,"13,730,031,000.","1,624.15","201,352,456,000.",1.44,"704,029,570.0",김영봉(25.11),279.,대기업,3,"303,600,000,000."
(주)지코,-,-,,,35.01,10.84,16.67,"-14,891,498,000.",.6,-6.64,172.18,"-5,428,854,000.",52.66,"72,104,140,000.",10.99,"616,274,700.0",(주)코다코(20.07),125.,중소기업,8,"29,612,749,782."
(주)화신,99.44,47.14,"1,646,241,000.","1,646,241,000.",185.13,1.68,11.29,"402,420,764,000.",.71,-10.08,42.43,"-24,948,000,000.",207.95,"495,431,884,000.",-8.17,"614,679,760.0",(주)글로벌오토트레이딩(16.43),882.,대기업,6,"149,983,160,950."
대원산업(주),100.,125.,"2,504,700,000.","2,504,700,000.",245.28,6.32,46.16,"235,417,157,000.",.37,7.53,50.27,"29,663,463,000.",260.48,"659,699,891,000.",13.39,"1,249,431,610.0",허재건(15.96),543.,대기업,3,"156,493,656,000."
(주)서부티엔디,95.67,49.84,"2,350,877,000.",,56.46,14.90,161.83,"443,964,845,000.",.87,23.16,160.75,"-8,490,458,000.",56.64,"57,542,734,000.",47.14,"113,273,100.0",(주)엠와이에이치(19.85),548.,대기업,7,"617,919,847,400."
디피씨(주),62.52,62.52,"2,605,798,000.","2,605,798,000.",303.14,5.26,26.28,"34,874,958,000.",.23,19.42,17.29,"3,637,049,000.",317.81,"45,583,766,000.",1.20,"930,280,940.0",도용환(13.19),49.,중소기업,3,"160,044,192,000."
(주)승일,-,81.89,"502,140,000.","502,140,000.",220.13,5.08,8.43,"114,100,656,000.",.39,-1.90,25.59,"2,732,415,000.",287.76,"135,816,978,000.",1.68,"379,377,030.0",현창수(29.73),362.,대기업,3,"60,217,339,840."
(주)유니크,82.28,-,,,61.24,6.24,21.09,"65,565,158,000.",.93,-6.20,120.95,"4,019,749,000.",75.29,"223,767,756,000.",8.61,"387,812,400.0",안영구(19.71),647.,대기업,5,"125,584,517,500."
(주)싸이맥스,232.56,247.21,"2,614,523,000.","2,614,523,000.",123.77,7.62,9.94,"46,582,039,000.",1.06,121.82,40.86,"17,881,508,000.",174.50,"162,316,317,000.",77.42,"1,014,476,980.0",인지컨트롤스(주)(15.21),189.,중소기업,4,"180,325,812,700."
(주)티피씨메카트로닉스,8.37,25.,"322,500,000.","322,500,000.",69.14,3.91,6.64,"10,879,759,000.",.78,16.29,231.90,"3,392,737,000.",101.87,"86,574,975,000.",79.83,"231,483,890.0",엄재윤(15.78),331.,중소기업,7,"79,722,000,000."
(주)모베이스전자,49.63,29.78,"804,024,000.","804,024,000.",63.01,3.95,15.58,"34,318,086,000.",.52,1.86,359.01,"-29,771,797,000.",78.52,"584,945,911,000.",-23.85,"426,967,820.0",(주)서연(50.12),"1,245.",대기업,8,"62,235,000,000."
(주)케이엔제이,,,,,35.86,4.54,15.58,"-3,160,321,000.",1.31,16.13,549.24,"1,221,347,000.",55.46,"48,248,170,000.",-31.63,"492,328,270.0",기타(31.10),98.,중소기업,7,
세명전기공업(주),80.,80.,"1,219,680,000.","1,219,680,000.",598.63,19.27,6.14,"58,109,196,000.",.92,25.46,14.66,"3,668,871,000.",719.94,"20,871,761,000.",3.88,"264,199,510.0",권철현(15.74),72.,중소기업,2,"86,902,200,000."
동원금속(주),99.97,-,,,25.23,6.20,7.24,"32,442,889,000.",.54,-2.40,496.21,"-6,640,440,000.",42.58,"278,041,022,000.",-14.55,"401,793,380.0",이은우(30.41),637.,대기업,7,"136,099,784,375."
(주)피엔풍년,23.5,23.5,"234,967,000.","234,967,000.",221.13,5.56,7.20,"26,896,630,000.",.25,-11.87,51.27,"1,434,999,000.",319.50,"67,111,333,000.",3.88,"349,538,190.0",유재원(31.37),184.,중소기업,4,"26,900,000,000."
(주)에스티오,23.92,20.,"161,833,000.","161,833,000.",34.03,18.50,2.53,"28,567,167,000.",.21,-9.34,106.35,"-135,867,000.",156.85,"89,586,610,000.",-0.58,"765,697,520.0",김흥수(66.76),111.,중소기업,5,"23,758,954,640."
한국단자공업(주),450.,450.,"4,686,750,000.","4,686,750,000.",186.46,4.03,10.17,"568,286,666,000.",.05,6.74,30.93,"43,923,351,000.",239.79,"716,851,120,000.",10.47,"585,662,680.0",국민연금공단(12.67),"1,359.",대기업,2,"696,763,500,000."
(주)메디파트너생명공학,-,-,,,73.65,14.20,35.48,"-13,613,783,000.",.73,41.37,127.12,"-7,273,836,000.",81.60,"16,587,387,000.",27.96,"255,190,570.0",메디파트너(주)(12.59),54.,중소기업,9,"28,220,032,170."
(주)티에이치엔,55.,50.,"900,000,000.","900,000,000.",68.06,3.69,12.89,"51,658,052,000.",.78,2.08,170.85,"6,585,273,000.",88.75,"263,401,715,000.",5.71,"605,521,180.0",채석(20.88),459.,대기업,6,"30,780,000,000."
(주)큐로,-,-,,,94.86,1.31,35.83,"2,198,807,000.",.71,-18.38,169.97,"-7,056,506,000.",97.04,"156,189,124,000.",33.82,"574,224,720.0",(주)큐로컴(19.22),262.,대기업,8,"71,191,105,788."
(주)성우하이텍,199.97,149.98,"8,998,739,000.","8,998,739,000.",83.21,2.79,9.43,"877,505,920,000.",.28,-5.41,103.77,"56,921,778,000.",100.70,"1,210,755,015,000.",7.12,"736,917,230.0",(주)성우홀딩스(30.00),"1,638.",대기업,5,"391,200,000,000."
(주)카스,24.27,19.56,"419,995,000.","419,995,000.",66.11,3.25,10.0,"27,041,251,000.",.26,6.51,151.51,"2,074,938,000.",83.74,"127,507,418,000.",16.96,"406,074,580.0",김동진(22.23),326.,대기업,6,"32,855,391,360."
(주)일지테크,146.69,68.46,"925,083,000.","925,083,000.",76.85,2.26,11.14,"121,167,629,000.",.36,-0.52,49.12,"11,245,785,000.",91.66,"98,823,298,000.",7.36,"268,541,570.0",구준모(34.25),439.,대기업,5,"66,959,392,500."
(주)파세코,230.03,209.71,"2,935,927,000.","2,935,927,000.",91.01,10.83,6.73,"57,157,091,000.",.47,18.96,33.86,"3,672,143,000.",178.96,"121,285,465,000.",1.44,"441,038,050.0",유일한(31.63),374.,중소기업,3,"83,300,000,000."
엠케이전자(주),75.15,138.58,"3,022,017,000.","3,022,017,000.",52.23,5.90,8.0,"91,242,525,000.",1.02,0.19,108.47,"1,930,822,000.",84.31,"338,303,574,000.",11.62,"1,199,658,060.0",(주)오션비홀딩스(24.08),257.,대기업,6,"245,336,501,250."
(주)수산중공업,9.53,-,,,199.73,4.63,3.99,"66,157,091,000.",.91,18.10,18.32,"2,216,312,000.",345.02,"96,842,444,000.",1.54,"446,278,540.0",정석현(23.17),159.,대기업,3,"76,119,079,830."
상신브레이크(주),144.27,153.29,"3,291,253,000.","3,291,253,000.",108.79,3.78,7.95,"156,317,647,000.",.19,-0.12,82.29,"21,661,111,000.",150.10,"301,012,456,000.",11.81,"447,935,200.0",정성한(12.34),650.,대기업,2,"163,183,020,000."
(주)엠젠플러스,-,-,,,176.73,3.54,63.03,"-33,486,886,000.",.75,95.09,30.46,"-1,761,834,000.",185.40,"16,649,155,000.",112.78,"462,476,530.0",(주)셀루메드(6.58),37.,중소기업,6,"105,145,055,730."
한온시스템(주),75.,80.,"42,704,000,000.","42,704,000,000.",191.93,6.15,23.84,"1,413,409,392,000.",.6,5.79,66.60,"227,205,930,000.",212.76,"2,448,738,296,000.",8.88,"1,103,035,270.0",한앤코오토홀딩스(유)(50.50),"2,287.",대기업,3,"7,419,820,000,000."
(주)우신시스템,27.63,18.18,"333,014,000.","333,014,000.",147.28,2.72,290.77,"68,150,396,000.",1.1,11.97,56.06,"4,410,012,000.",148.40,"108,803,397,000.",3.09,"372,614,370.0",허우영(35.68),282.,대기업,4,"152,189,788,740."
쿠쿠홀딩스(주),"2,578.68",-,"18,118,449,000.","18,118,449,000.",246.35,6.96,14.47,"979,542,629,000.",.36,-15.97,16.50,"435,657,939,000.",246.35,"395,501,604,000.",-38.19,"11,984,897,090.0",구본학(33.10),42.,대기업,2,"1,617,554,400,000."
케이씨그린홀딩스(주),98.62,108.48,"2,433,748,000.","2,433,748,000.",830.33,4.33,,"73,034,914,000.",.4,11.38,24.20,"7,664,398,000.",830.33,"16,626,754,000.",4.41,"692,781,420.0",이태영(31.61),22.,대기업,2,"116,661,896,000."
(주)인터엠,109.96,117.15,"2,465,456,000.","2,465,456,000.",105.89,3.99,4.91,"40,940,411,000.",.6,11.77,51.17,"2,014,666,000.",166.04,"98,433,182,000.",11.20,"304,746,690.0",조순구(26.79),339.,중소기업,5,"63,557,310,340."
선도전기(주),19.85,19.85,"357,380,000.","357,380,000.",192.36,2.50,13.34,"29,272,118,000.",1.17,14.56,85.45,"979,837,000.",220.97,"106,565,980,000.",7.39,"555,031,150.0",전동준(23.07),185.,중소기업,6,"56,970,000,000."
(주)우진,220.,-,,,120.9,2.85,2.63,"37,203,318,000.",.46,-1.52,32.22,"-15,105,041,000.",194.99,"45,889,890,000.",1.86,"299,933,920.0",이재원(17.96),118.,대기업,5,"83,501,600,000."
(주)노루페인트,200.,250.,"5,118,097,000.","5,118,097,000.",92.48,3.51,11.33,"167,266,319,000.",.27,11.06,91.73,"20,214,700,000.",120.32,"479,767,969,000.",6.02,"609,616,220.0",(주)노루홀딩스(50.50),742.,대기업,2,"177,712,558,880."
평화정공(주),149.99,159.99,"3,359,812,000.","3,359,812,000.",94.83,5.41,12.61,"254,315,392,000.",.56,-7.49,64.77,"59,034,376,000.",119.04,"617,166,173,000.",6.10,"910,274,590.0",(주)피에이치씨(39.10),656.,대기업,5,"220,500,000,000."
청보산업(주),-,-,,,112.17,4.97,5.48,"12,173,514,000.",.33,6.20,67.11,"-561,231,000.",196.62,"22,205,941,000.",0.53,"226,591,230.0",안상욱(11.15),107.,중소기업,5,"21,755,530,860."
(주)아모레퍼시픽,"1,579.11","1,279.28","88,343,403,000.","88,343,403,000.",152.93,12.29,14.46,"3,278,207,583,000.",.71,-15.06,18.87,"317,768,947,000.",189.45,"3,627,543,045,000.",5.82,"584,898,910.0",(주)아모레퍼시픽그룹(35.40),"6,002.",대기업,2,"19,553,209,985,000."
인지컨트롤스(주),95.78,143.66,"2,177,944,000.","2,177,944,000.",70.15,5.45,24.72,"129,272,252,000.",.74,-8.71,109.88,"-1,646,716,000.",82.36,"379,740,224,000.",-1.69,"670,919,120.0",정구용(18.59),576.,대기업,5,"86,109,527,040."
