,2016/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017,,,2017,2017/Annual
Name,주당배당금/0D2007,주당배당금/0D2007,배당금/136300,현금배당금/136310,당좌비율/203220,매출채권회전율/194120,재고자산회전율1/194080,이익잉여금/118300,베타/280223,매출액증가율/091060,부채비율/193060,당기순이익/133000,유동비율/193020,매출액/121000,자기자본증가율/191050,매출액(종업원1인당)/195020,1대주주명(지분)/0A2211,종업원수/0A1060,기업규모/0A1070,KIS 신용평점/0A3010,기말시가총액합계(보통주+우선주)/0D1113
(주)티에스이,-,-,,,441.33,7.24,10.59,"103,060,701,000.",.98,64.20,9.10,"12,550,557,000.",536.20,"101,235,629,000.",11.49,"230,080,980.0",권상준(35.95),489.,대기업,3,"184,725,864,300."
(주)대유,,,"1,000,000,000.","1,000,000,000.",604.36,13.29,4.26,"20,162,819,000.",.74,3.91,23.87,"5,458,428,000.",829.42,"27,374,326,000.",18.06,"230,036,350.0",권성한(41.00),134.,중소기업,2,
(주)코리아나화장품,39.69,38.75,"1,550,000,000.","1,550,000,000.",93.37,6.92,8.23,"24,940,041,000.",.85,-11.30,51.92,"915,682,000.",144.20,"104,418,987,000.",-4.47,"303,543,570.0",유민수(4.85),276.,대기업,3,"269,200,000,000."
(주)에스폴리텍,24.03,24.03,"392,547,000.","392,547,000.",94.22,4.56,12.26,"20,840,666,000.",.51,4.21,140.07,"-3,271,096,000.",111.13,"122,209,735,000.",-6.92,"788,449,900.0",이혁렬(28.38),175.,중소기업,7,"31,117,561,590."
(주)엔이능률,63.83,44.79,"604,525,000.","604,525,000.",132.25,1.85,4.13,"37,827,395,000.",.91,7.46,62.37,"503,422,000.",190.88,"57,481,263,000.",-2.15,"112,049,250.0",(주)한국야쿠르트(55.53),351.,대기업,4,"57,230,850,080."
(주)누리플랜,-,-,,,120.,2.75,36.92,"9,120,314,000.",.04,0.48,85.97,"28,437,000.",124.04,"34,578,601,000.",7.54,"421,690,260.0",이상우(40.95),78.,중소기업,6,"21,808,930,590."
(주)알에프텍,-,50.,"952,443,000.","952,443,000.",333.36,8.49,19.87,"71,134,252,000.",.75,-16.42,39.94,"-12,804,189,000.",356.99,"133,329,132,000.",-9.69,"569,782,620.0",정혁진(10.42),270.,대기업,5,"92,392,500,000."
(주)버추얼텍,-,-,,,109.57,3.18,14.72,"5,644,814,000.",.67,35.48,111.85,"-3,061,247,000.",116.11,"14,828,772,000.",-21.72,"1,853,596,500.0",(주)진선기업(14.42),11.,중소기업,7,"33,740,489,640."
(주)누리텔레콤,-,-,,,81.04,3.28,7.98,"9,323,467,000.",.77,102.02,160.06,"-4,707,188,000.",113.46,"96,144,114,000.",-8.61,"677,071,230.0",NURI SYSTEMS INC.(31.41),160.,중소기업,7,"121,760,903,500."
(주)코텍,286.43,286.43,"4,460,948,000.","4,460,948,000.",516.31,4.15,5.88,"183,838,120,000.",.59,9.91,15.51,"21,709,681,000.",667.11,"327,482,316,000.",7.57,"777,867,730.0",(주)아이디스홀딩스(32.95),395.,대기업,3,"254,643,925,200."
유니셈(주),38.86,57.56,"1,764,963,000.","1,764,963,000.",180.84,6.38,9.40,"59,014,787,000.",.81,82.14,46.91,"21,500,017,000.",237.67,"205,257,408,000.",24.66,"380,811,520.0",김형균(13.07),703.,중소기업,4,"192,571,320,440."
(주)탑엔지니어링,97.93,48.53,"775,258,000.","775,258,000.",118.02,2.32,31.13,"118,025,174,000.",.71,0.64,39.64,"12,538,305,000.",126.49,"151,177,787,000.",9.43,"473,911,560.0",김원남(13.01),358.,대기업,4,"108,798,310,170."
에스디엔(주),-,-,,,54.18,3.38,6.59,"-4,822,509,000.",.33,47.95,98.06,"2,749,613,000.",69.87,"50,699,381,000.",10.67,"625,918,280.0",최기혁(7.82),100.,중소기업,6,"59,084,417,280."
(주)한컴MDS,264.65,186.43,"1,645,361,000.","1,645,361,000.",369.56,3.02,14.65,"73,310,393,000.",.65,-1.61,21.62,"7,753,548,000.",409.12,"110,549,246,000.",4.75,"390,633,380.0",(주)한글과컴퓨터(18.54),314.,대기업,2,"177,836,001,200."
대원미디어(주),-,-,,,231.66,9.86,18.03,"-1,995,128,000.",1.17,44.94,19.43,"6,827,052,000.",305.59,"65,863,620,000.",13.51,"558,166,270.0",정욱(23.78),140.,중소기업,3,"104,027,883,420."
(주)제이웨이,-,-,,,381.64,4.39,716.42,"-21,286,418,000.",.53,-21.41,15.91,"-4,293,577,000.",381.64,"6,304,536,000.",-33.27,"131,344,500.0",김병건(15.82),17.,중소기업,6,"30,869,145,900."
큐렉소(주),-,-,,,295.5,2.72,5.69,"-74,540,534,000.",.65,11.39,6.88,"-16,884,518,000.",408.22,"33,483,882,000.",-3.27,"727,910,480.0",(주)한국야쿠르트(35.85),62.,대기업,4,"284,884,192,050."
(주)조이시티,-,-,,,208.92,7.08,,"13,538,973,000.",1.17,25.04,48.89,"-14,136,962,000.",208.92,"90,618,228,000.",-29.08,"293,262,870.0",(주)엔드림(15.94),218.,중소기업,6,"161,432,511,500."
(주)티비씨,68.56,9.45,"945,357,000.","945,357,000.",904.21,3.98,,"56,575,897,000.",.31,8.85,9.55,"3,103,854,000.",904.21,"41,921,451,000.",2.37,"335,371,610.0",(주)나노켐(13.05),128.,중소기업,3,"64,500,000,000."
디에스티(주),-,-,,,69.3,3.53,5.97,"-70,378,788,000.",.87,93.0,207.09,"3,739,917,000.",88.49,"22,576,838,000.",30.0,"175,014,250.0",(주)한강홀딩스(21.33),74.,중소기업,8,"46,518,139,170."
(주)광진윈텍,28.14,28.14,"271,789,000.","271,789,000.",89.01,3.13,8.53,"23,622,190,000.",.72,0.86,166.85,"-2,166,770,000.",112.03,"88,397,474,000.",-5.85,"491,097,080.0",신태식(28.96),64.,중소기업,7,"24,145,982,500."
(주)화진,171.19,-,,,133.7,5.91,19.77,"34,812,408,000.",1.24,-19.08,65.66,"-14,531,484,000.",148.51,"62,724,240,000.",-25.52,"217,792,500.0",(주)메타센스(12.46),268.,중소기업,5,"116,711,520,040."
(주)엠피그룹,-,-,,,21.87,13.24,52.59,"-14,193,578,000.",.43,-16.01,410.96,"-17,891,795,000.",24.95,"81,521,073,000.",-61.88,"339,671,140.0",정우현(16.78),639.,대기업,9,"106,263,055,205."
(주)에너토크,70.,50.,"487,804,000.","487,804,000.","1,213.1",3.03,4.61,"28,872,368,000.",.76,-5.98,3.83,"617,726,000.","1,560.24","24,468,473,000.",1.32,"249,678,300.0",서부전기(주)(11.91),98.,중소기업,3,"58,829,210,640."
대아티아이(주),-,20.,"1,423,030,000.","1,423,030,000.",218.64,2.0,24.58,"62,505,546,000.",.71,-7.47,36.84,"7,805,363,000.",232.69,"72,213,346,000.",10.34,"256,075,700.0",최진우(16.11),322.,중소기업,4,"126,293,951,550."
(주)세코닉스,197.08,14.78,"161,497,000.",,69.82,5.15,6.89,"104,067,130,000.",.66,2.43,121.30,"1,256,331,000.",109.87,"321,574,557,000.",-0.40,"299,696,700.0",박원희(16.71),"1,292.",대기업,6,"146,407,301,200."
한국컴퓨터(주),123.6,114.1,"1,833,676,000.","1,833,676,000.",494.34,21.21,26.15,"85,948,170,000.",.93,-31.18,24.77,"5,477,076,000.",524.93,"162,132,936,000.",3.83,"1,088,140,510.0",한국컴퓨터지주(주)(42.11),90.,대기업,3,"89,034,946,600."
덕우전자(주),,-,,,221.85,18.0,25.91,"53,814,972,000.",1.29,40.42,27.98,"13,959,577,000.",244.53,"107,178,921,000.",110.94,"626,777,320.0",이준용(36.99),183.,중소기업,3,"144,359,174,800."
(주)케이티서브마린,46.93,46.93,"1,027,706,000.","1,027,706,000.",91.92,4.94,67.24,"75,800,788,000.",.36,-12.17,31.32,"8,242,548,000.",98.23,"73,738,393,000.",7.22,"957,641,470.0",(주)케이티(36.92),67.,대기업,3,"96,250,500,000."
에스씨아이평가정보(주),-,-,,,143.68,11.72,,"-998,407,000.",1.01,17.59,27.77,"993,253,000.",143.68,"39,915,717,000.",6.54,"128,346,360.0",진원이앤씨(주)(50.67),246.,중소기업,3,"187,440,000,000."
(주)소프트센,-,-,,,173.07,4.13,23.79,"-3,784,089,000.",.45,23.13,134.42,"-776,797,000.",191.55,"142,514,026,000.",7.76,"863,721,370.0",(주)아이티센(26.69),93.,중소기업,7,"57,347,924,400."
삼원테크(주),-,-,,,59.48,3.40,5.20,"-1,624,175,000.",.31,-7.23,372.69,"-1,990,796,000.",72.64,"24,030,813,000.",52.87,"961,232,520.0",이택우(14.50),40.,중소기업,10,"27,102,164,800."
(주)수성,61.88,-,,,70.27,3.82,6.87,"2,721,105,000.",.58,-6.33,285.05,"-21,871,484,000.",77.69,"26,346,801,000.",-39.53,"342,166,250.0",(주)트라메스홀딩스(12.99),62.,중소기업,9,"42,411,420,000."
유니퀘스트(주),78.71,98.39,"2,661,543,000.","2,661,543,000.",94.82,7.41,3.62,"123,459,001,000.",1.19,-14.65,38.93,"5,834,112,000.",202.54,"223,567,483,000.",-4.11,"1,423,996,710.0",임창완(44.27),162.,대기업,5,"261,301,154,940."
(주)클리오,270.63,99.11,"1,817,934,000.","1,817,934,000.",202.33,7.89,10.23,"79,514,137,000.",.31,-2.97,58.40,"9,954,738,000.",225.46,"190,599,980,000.",4.13,"688,086,570.0",한현옥(60.64),280.,중소기업,5,"622,842,491,250."
(주)씨제이이엔엠,"2,425.06","2,910.07","18,087,594,000.","18,087,594,000.",84.73,10.12,28.87,"675,163,892,000.",.36,3.70,43.16,"128,169,077,000.",97.40,"1,136,458,706,000.",17.51,"1,117,461,850.0",CJ(주)(40.00),"3,640.",대기업,2,"1,435,784,658,000."
(주)코아스,-,-,,,34.5,4.31,6.09,"-1,321,977,000.",.85,17.08,235.96,"-929,174,000.",76.12,"111,953,910,000.",-5.27,"344,473,570.0",노재근(16.54),268.,중소기업,8,"34,307,003,100."
(주)캠시스,-,-,,,109.11,2.70,78.63,"-57,561,779,000.",.64,19.73,285.37,"-47,752,396,000.",113.47,"374,629,529,000.",-49.61,"2,014,137,250.0",권현진(11.64),212.,대기업,8,"153,384,067,935."
(주)잉크테크,-,-,,,62.15,2.82,4.13,"-36,460,893,000.",.32,-22.51,150.73,"-21,692,155,000.",102.45,"55,623,063,000.",83.33,"211,494,540.0",정광춘(14.83),233.,중소기업,7,"38,390,147,040."
(주)에스에이티,-,499.99,"12,499,088,000.","12,499,088,000.",368.85,3.67,34.14,"19,334,674,000.",.73,46.0,8.81,"2,987,125,000.",383.03,"43,531,527,000.",5.0,"439,712,390.0",(주)에프넷(35.48),89.,대기업,2,"47,747,224,770."
(주)신세계푸드,599.97,749.96,"2,904,218,000.","2,904,218,000.",57.08,13.49,15.61,"229,961,873,000.",.3,14.08,85.15,"21,055,757,000.",84.46,"1,185,685,419,000.",6.10,"307,890,270.0",(주)이마트(46.10),"3,920.",대기업,5,"513,103,600,000."
(주)신세계인터내셔날,600.,600.,"4,284,000,000.","4,284,000,000.",48.59,11.55,5.16,"295,568,628,000.",.16,7.48,89.79,"22,597,925,000.",117.06,"960,655,106,000.",3.77,"812,049,960.0",(주)신세계(45.76),"1,421.",대기업,3,"529,074,000,000."
(주)아모텍,-,-,,,103.38,8.85,8.54,"152,533,773,000.",1.25,8.25,96.24,"27,065,497,000.",139.07,"288,584,654,000.",15.88,"314,362,370.0",김병규(16.54),896.,대기업,5,"480,349,915,800."
(주)유비케어,29.52,29.03,"1,169,591,000.","1,169,591,000.",235.62,7.28,30.73,"18,040,575,000.",.64,19.99,47.82,"3,857,509,000.",249.17,"81,883,110,000.",-4.65,"388,071,610.0",유니머스홀딩스(유)(43.97),250.,중소기업,3,"147,045,615,500."
(주)라이온켐텍,195.93,271.81,"4,157,102,000.","4,157,102,000.",282.91,6.33,13.09,"84,401,526,000.",.72,8.85,16.41,"3,788,088,000.",343.25,"131,372,664,000.",0.85,"591,768,760.0",박희원(47.41),257.,대기업,3,"224,635,673,000."
(주)제이스텍,99.13,495.67,"7,235,708,000.","7,235,708,000.",169.53,15.87,74.15,"118,527,523,000.",1.2,278.56,40.97,"74,209,208,000.",196.13,"570,820,560,000.",129.17,"1,349,457,590.0",정재송(38.13),393.,중소기업,3,"261,300,763,200."
(주)빅텍,-,-,,,88.42,3.74,5.35,"16,509,996,000.",1.14,6.46,81.29,"-1,085,534,000.",130.65,"40,828,484,000.",-3.21,"221,893,930.0",박승운(33.11),189.,중소기업,6,"97,020,000,000."
(주)제이콘텐트리,-,-,,,47.5,12.21,235.98,"9,733,837,000.",.74,"2,512.83",55.44,"2,407,402,000.",47.75,"34,806,606,000.",0.33,"47,680,280.0",우리사주조합(37.04),765.,대기업,8,"622,816,641,720."
(주)카카오,147.77,-,"10,049,694,000.","10,049,694,000.",66.07,10.78,217.72,"497,769,298,000.",1.16,13.64,39.33,"217,553,835,000.",66.65,"978,700,276,000.",5.41,"383,954,600.0",김범수(18.46),"2,857.",대기업,5,"9,303,468,199,000."
(주)제이에스코퍼레이션,242.84,289.14,"3,855,876,000.","3,855,876,000.",509.14,6.81,9.35,"83,601,535,000.",.03,27.16,10.83,"4,054,304,000.",671.39,"224,903,296,000.",1.53,"1,330,788,730.0",홍재성(23.80),156.,중소기업,3,"170,695,692,800."
(주)스타플렉스,78.83,33.5,"216,199,000.","216,199,000.",66.2,3.95,4.33,"48,488,855,000.",.4,-3.72,92.10,"-3,919,717,000.",92.47,"83,505,468,000.",-5.42,"386,599,390.0",김세권(56.66),184.,중소기업,7,"34,075,715,520."
(주)동성화인텍,128.31,-,,,75.8,4.57,4.80,"26,881,998,000.",.27,-36.08,172.87,"-38,801,603,000.",109.23,"212,626,849,000.",-33.93,"541,035,240.0",(주)동성코퍼레이션(39.28),395.,대기업,7,"136,267,225,450."
(주)에스피시스템스,,,"100,000,000.","100,000,000.",136.93,3.13,23.60,"11,065,403,000.",.57,6.73,93.89,"655,565,000.",149.82,"27,033,638,000.",5.53,"397,553,500.0",,61.,중소기업,4,
(주)제이티,-,-,,,56.66,4.65,24.37,"-3,836,007,000.",.57,44.07,179.09,"-180,061,000.",65.22,"32,193,108,000.",2.75,"217,521,000.0",유홍준(29.29),127.,중소기업,8,"19,082,957,790."
(주)브리지텍,193.52,65.79,"786,405,000.","786,405,000.",314.16,2.85,56.31,"31,518,596,000.",.75,-45.28,20.46,"-3,637,422,000.",321.84,"30,211,608,000.",-12.27,"178,766,910.0",이상호(34.20),188.,중소기업,5,"72,073,575,000."
(주)지니뮤직,-,-,,,248.76,4.55,803.19,"-19,522,511,000.",.78,39.86,53.32,"-3,401,432,000.",249.39,"155,641,712,000.",33.55,"802,276,870.0",(주)케이티(42.50),251.,대기업,5,"233,419,612,985."
에이치엘비파워(주),-,-,,,98.71,1.78,13.95,"-21,012,643,000.",.64,25.12,101.91,"-16,165,737,000.",110.57,"23,192,844,000.",7.38,"201,676,900.0",진양곤(11.48),51.,중소기업,7,"59,838,792,135."
(주)덕신하우징,-,-,,,94.92,3.40,8.49,"44,740,500,000.",.63,2.17,70.31,"6,256,096,000.",127.54,"122,876,930,000.",11.85,"419,375,190.0",김명환(26.85),269.,대기업,6,"60,690,900,000."
(주)코콤,142.02,156.22,"2,738,660,000.","2,738,660,000.",220.25,4.11,9.35,"77,608,168,000.",.61,25.64,25.99,"10,724,267,000.",290.44,"143,089,164,000.",8.75,"899,931,850.0",한세전자(주)(16.90),157.,대기업,2,"139,192,170,000."
(주)삼화네트웍스,-,-,,,"1,413.87",4.28,,"11,221,047,000.",.6,-55.50,12.40,"974,968,000.","1,413.87","19,835,747,000.",-0.88,"536,101,270.0",신상윤(18.04),41.,중소기업,4,"57,858,209,550."
(주)에스모,125.,-,,,191.82,4.38,7.42,"39,822,165,000.",1.23,-0.59,65.47,"6,658,688,000.",216.45,"81,475,836,000.",57.61,"512,426,640.0",루트원투자조합(20.42),126.,중소기업,6,"213,261,252,750."
(주)에이디칩스,-,-,,,332.97,4.44,6.21,"-18,591,053,000.",.52,-26.41,20.44,"483,583,000.",381.37,"18,617,247,000.",231.37,"189,971,910.0",(주)골든에이지인베스트(9.89),132.,중소기업,4,"54,816,615,180."
위즈코프(주),-,40.34,"1,434,729,000.","637,658,000.",913.21,54.02,76.14,"7,856,085,000.",.72,4.93,3.90,"1,834,019,000.",941.15,"31,108,388,000.",7.99,"648,091,420.0",정승환(18.81),82.,중소기업,2,"52,633,134,920."
(주)파루,-,-,,,282.8,2.85,2.11,"-8,840,623,000.",.14,-75.78,10.30,"-21,366,178,000.",444.58,"24,726,561,000.",-19.63,"141,294,630.0",(주)지본(5.02),134.,중소기업,5,"116,139,759,120."
(주)씨제이헬로,75.,75.,"5,808,515,000.","5,808,515,000.",82.25,4.83,70.30,"603,398,505,000.",.41,1.75,89.25,"28,882,738,000.",87.53,"1,119,895,014,000.",2.12,"1,020,870,570.0",(주)씨제이오쇼핑(53.92),"1,181.",대기업,5,"549,872,741,500."
(주)웰크론한텍,-,-,,,125.66,5.95,"1,592.10","28,397,086,000.",.26,92.35,83.81,"3,078,427,000.",125.66,"171,346,300,000.",12.95,"957,241,900.0",(주)웰크론(27.62),262.,대기업,5,"61,282,543,545."
솔브레인(주),594.13,682.67,"11,877,219,000.","11,877,219,000.",212.73,6.87,19.67,"502,987,947,000.",1.08,7.73,22.89,"52,147,492,000.",238.05,"644,771,254,000.",18.39,"593,165,830.0",정지완(29.64),"1,246.",대기업,2,"1,174,383,292,500."
(주)크린앤사이언스,-,144.,"936,000,000.","936,000,000.",122.61,4.46,7.95,"22,306,272,000.",.91,28.62,106.28,"4,799,573,000.",172.82,"76,754,464,000.",18.30,"511,696,430.0",최재원(13.85),163.,중소기업,5,"85,150,000,000."
상신이디피(주),50.,50.,"564,753,000.","564,753,000.",55.82,8.28,13.66,"25,095,019,000.",.84,15.50,107.83,"1,011,336,000.",65.77,"68,576,416,000.",1.01,"383,108,470.0",김일부(16.17),225.,중소기업,6,"88,440,241,500."
(주)에스엠엔터테인먼트,-,-,,,149.72,4.09,50.22,"127,651,470,000.",.92,6.93,36.08,"18,673,267,000.",153.48,"216,128,551,000.",7.37,"552,758,440.0",이수만(20.19),477.,대기업,2,"754,921,506,100."
(주)안랩,607.16,693.9,"6,948,626,000.","6,948,626,000.",369.53,7.23,36.53,"128,431,264,000.",.69,4.84,21.53,"16,414,480,000.",376.93,"147,618,546,000.",7.07,"142,488,940.0",안철수(18.57),"1,202.",대기업,2,"537,744,013,500."
(주)이에스에이,-,-,,,160.33,2.96,,"-49,507,897,000.",1.31,472.02,62.63,"-24,662,108,000.",160.33,"7,473,240,000.",-13.93,"467,077,500.0",이에스에이제2호투자조합(14.26),99.,중소기업,7,"52,473,687,960."
엔에이치엔한국사이버결제(주),33.89,48.5,"949,995,000.",,142.43,39.90,195.20,"59,799,057,000.",.81,25.25,107.93,"9,843,524,000.",144.27,"338,758,488,000.",10.21,"1,333,694,830.0",엔에이치엔페이코(주)(37.00),286.,대기업,4,"329,070,050,400."
(주)코세스,-,-,,,50.3,5.89,7.36,"4,729,168,000.",.58,46.81,128.78,"10,550,713,000.",86.38,"40,922,185,000.",236.96,"305,389,440.0",박명순(48.53),197.,중소기업,5,"42,973,181,400."
갤럭시아커뮤니케이션즈(주),23.98,28.85,"1,004,731,000.","1,004,731,000.",141.85,4.08,,"7,731,789,000.",.62,29.83,180.68,"4,636,625,000.",141.85,"69,122,271,000.",24.05,"497,282,530.0",조현준(31.80),117.,대기업,8,"199,226,673,360."
한세엠케이(주),199.75,197.54,"2,550,052,000.","2,550,052,000.",183.55,8.51,3.57,"116,652,463,000.",.45,0.21,19.14,"2,918,925,000.",431.91,"267,470,772,000.",-0.94,"1,109,837,230.0",한세실업(주)(50.02),213.,대기업,2,"153,620,931,800."
(주)세진티에스,-,-,,,"1,740.7",6.34,31.76,"24,896,216,000.",.22,-40.33,3.45,"-6,225,833,000.","1,756.18","13,607,354,000.",-12.93,"277,701,100.0",김인식(49.09),40.,중소기업,4,"23,090,630,750."
(주)코리아에스이,36.3,9.07,"171,500,000.","171,500,000.",521.26,3.81,1.67,"23,325,229,000.",1.,-11.27,11.02,"16,290,000.",811.53,"13,030,513,000.",-2.32,"255,500,250.0",(주)SE(25.40),55.,중소기업,3,"30,901,500,000."
(주)모두투어네트워크,548.59,433.22,"8,187,799,000.","8,187,799,000.",135.87,10.07,29.56,"120,143,495,000.",.37,58.44,89.39,"24,259,984,000.",153.65,"326,120,121,000.",30.34,"264,922,930.0",우종웅(10.87),"1,174.",대기업,4,"576,450,000,000."
(주)동일기연,38.22,38.12,"227,202,000.","132,535,000.",820.35,8.63,3.60,"82,139,677,000.",,21.11,9.16,"4,769,933,000.","1,027.53","34,242,984,000.",5.83,"212,689,340.0",(주)동일기연(36.47),143.,중소기업,2,"80,762,715,400."
(주)씨티씨바이오,-,-,,,54.05,2.97,3.70,"-4,383,664,000.",.93,-2.35,151.25,"-21,762,497,000.",94.06,"91,354,880,000.",-20.03,"350,018,700.0",조호연(7.34),195.,대기업,7,"226,719,215,700."
(주)솔본,-,-,,,"8,921.45",0.62,,"-2,485,240,000.",.93,-10.07,1.48,"-7,070,798,000.","8,921.45","3,161,733,000.",-1.90,"351,303,670.0",홍기태(20.21),14.,중소기업,5,"150,129,523,530."
(주)셀루메드,-,-,,,82.01,1.55,1.82,"-97,405,124,000.",1.06,83.01,67.78,"-4,715,564,000.",120.77,"18,382,473,000.",6.68,"301,352,020.0",심영복(2.32),59.,중소기업,7,"181,907,128,480."
두올산업(주),-,-,,,141.08,11.92,99.31,"-7,785,460,000.",.96,2.34,58.99,"2,597,855,000.",145.29,"40,019,060,000.",21.12,"367,147,340.0",(주)아이에이치씨(35.11),97.,중소기업,4,"26,651,808,900."
(주)톱텍,150.,9.95,"358,899,000.",,313.56,13.41,19.43,"244,427,294,000.",1.15,193.33,34.46,"142,477,206,000.",338.02,"1,136,587,156,000.",67.35,"2,402,932,680.0",이재환(29.94),428.,대기업,3,"1,028,236,024,500."
(주)S&T홀딩스,349.17,214.49,"3,395,435,000.","3,158,544,000.","32,821.91",12.29,,"315,328,592,000.",.42,-24.45,0.07,"4,172,419,000.","32,821.91","7,417,869,000.",-0.36,"1,059,695,570.0",최평규(50.76),9.,대기업,3,"249,324,153,750."
(주)로지시스,60.,80.,"747,274,000.","747,274,000.",253.06,6.72,59.68,"7,080,857,000.",.94,13.69,61.21,"664,509,000.",267.10,"40,858,179,000.",-0.66,"91,816,130.0",한국컴퓨터지주(주)(64.47),476.,중소기업,5,"34,000,956,080."
인포뱅크(주),28.67,48.34,"420,300,000.","420,300,000.",226.7,6.11,,"30,163,804,000.",.85,-0.57,27.95,"1,480,011,000.",226.70,"79,879,472,000.",4.07,"644,189,290.0",박태형(18.31),155.,대기업,3,"78,506,621,340."
(주)유니트론텍,149.37,68.61,"681,471,000.","681,471,000.",103.27,10.18,8.11,"26,379,190,000.",.65,19.37,105.77,"3,285,419,000.",174.07,"177,054,402,000.",0.01,"3,161,685,750.0",남궁선(29.38),70.,중소기업,6,"68,927,733,000."
효성오앤비(주),200.,333.71,"1,935,500,000.","1,935,500,000.",572.95,2.96,3.41,"46,595,887,000.",1.42,-15.23,9.16,"5,106,930,000.",764.42,"33,829,558,000.",-0.35,"363,758,690.0",박태헌(20.30),81.,중소기업,2,"71,340,000,000."
(주)메디아나,-,49.58,"428,869,000.","428,869,000.",342.78,5.01,4.84,"28,933,238,000.",.88,-2.45,17.59,"3,366,954,000.",524.38,"51,081,758,000.",3.47,"208,496,970.0",길문종(40.58),156.,중소기업,2,"84,688,355,840."
(주)센트랄모텍,,,,,48.03,7.94,24.34,"53,878,940,000.",.73,-0.61,188.90,"6,516,429,000.",64.25,"249,688,927,000.",79.51,"2,116,007,860.0",,127.,대기업,4,
(주)코데즈컴바인,-,-,,,245.05,1.21,11.97,"-41,576,559,000.",.67,29.97,14.35,"2,198,778,000.",311.46,"21,234,364,000.",8.65,"573,901,730.0",코튼클럽(주)(60.04),49.,중소기업,4,"108,040,628,710."
(주)LG유플러스,350.,400.,"174,645,000,000.","174,645,000,000.",73.21,6.42,41.30,"1,882,573,000,000.",.29,7.23,125.99,"570,391,000,000.",82.34,"12,261,930,000,000.",8.83,"1,405,056,720.0",(주)LG(36.05),"10,735.",대기업,2,"6,112,559,054,000."
한국유니온제약(주),,,,,99.49,1.52,5.79,"20,050,460,000.",1.17,7.11,157.92,"3,090,999,000.",125.11,"50,846,099,000.",14.86,"221,070,000.0",기타(38.65),198.,중소기업,6,
(주)기산텔레콤,-,-,,,305.63,5.19,4.81,"-16,533,628,000.",.63,19.81,25.72,"-2,085,390,000.",419.10,"29,568,090,000.",-5.30,"332,225,730.0",박병기(30.77),78.,중소기업,5,"42,201,399,300."
(주)브이티지엠피,-,-,,,28.87,3.90,3.74,"-16,896,210,000.",.4,-2.13,117.29,"-16,806,251,000.",55.13,"40,265,014,000.",-21.83,"227,485,950.0",박종갑(10.48),176.,중소기업,9,"85,912,136,000."
(주)정상제이엘에스,363.42,363.69,"5,701,823,000.","5,701,823,000.",148.48,16.01,22.31,"35,063,603,000.",.04,0.88,27.34,"7,733,908,000.",186.33,"81,001,882,000.",3.29,"318,905,050.0",허용석(35.42),510.,대기업,2,"117,895,191,040."
(주)케이엠더블유,-,-,,,53.7,2.55,7.26,"-2,687,800,000.",1.25,-7.10,315.21,"-9,184,345,000.",67.13,"145,612,732,000.",11.36,"452,213,450.0",김덕용(35.59),357.,대기업,8,"423,430,000,000."
(주)에스엠컬처앤콘텐츠,-,-,,,116.28,1.40,,"-41,123,818,000.",.98,-43.89,160.30,"-17,592,661,000.",116.28,"50,524,355,000.",104.48,"215,916,050.0",(주)에스엠엔터테인먼트(30.06),511.,대기업,7,"253,910,770,200."
(주)세운메디칼,34.59,39.54,"1,731,644,000.","1,731,644,000.",318.36,3.15,5.16,"73,227,217,000.",.83,6.83,11.23,"13,142,672,000.",456.48,"56,329,261,000.",8.57,"265,704,060.0",이길환(41.75),193.,중소기업,2,"159,870,000,000."
(주)큐로홀딩스,-,-,,,70.74,7.44,3.85,"-85,425,901,000.",1.52,54.15,106.04,"-30,776,941,000.",96.52,"12,621,098,000.",-61.28,"150,251,170.0",권경훈(3.21),45.,중소기업,8,"64,406,747,540."
(주)케이피티유,50.,50.,"253,000,000.","253,000,000.",52.63,4.02,13.20,"25,004,923,000.",.58,16.71,105.74,"4,004,273,000.",61.22,"24,860,037,000.",11.65,"421,356,560.0",(주)알루텍(50.43),66.,중소기업,6,"31,473,200,000."
세종텔레콤(주),-,-,,,369.49,5.06,127.56,"-40,132,228,000.",.84,-12.48,26.30,"2,871,851,000.",371.37,"161,140,535,000.",120.65,"581,734,780.0",세종투자(주)(32.23),448.,대기업,5,"371,001,545,868."
(주)시공테크,-,-,"2,352,817,000.","2,352,817,000.",207.67,9.90,,"53,356,576,000.",.39,122.33,37.53,"7,866,096,000.",207.67,"164,757,329,000.",7.32,"920,432,010.0",박기석(37.19),193.,대기업,3,"135,323,797,500."
(주)디지틀조선일보,40.,40.,"1,484,611,000.","1,484,611,000.",671.79,1.87,447.71,"31,015,337,000.",.57,-0.11,10.69,"4,982,346,000.",673.09,"38,315,401,000.",5.43,"174,160,910.0",(주)스포츠조선(9.01),171.,중소기업,2,"76,457,450,020."
(주)광주신세계,"1,250.","1,250.","2,000,000,000.","2,000,000,000.",37.15,16.48,24.89,"557,988,204,000.",.42,-35.88,13.06,"47,846,191,000.",44.33,"134,915,460,000.",8.44,"387,688,100.0",정용진(52.08),172.,대기업,2,"367,200,000,000."
