,2017/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018,,,2018,2018/Annual
(주)유라테크,64.62,64.62,"744,442,000.","744,442,000.",199.76,9.17,11.28,"86,293,654,000.",.51,1.72,22.0,"5,560,802,000.",282.44,"192,246,340,000.",4.20,"567,098,350.0",엄대열(41.12),315.,대기업,2,"67,392,000,000."
대봉엘에스(주),50.,50.,"554,329,000.","554,329,000.",547.2,2.81,5.10,"48,720,260,000.",.82,8.22,11.44,"3,025,654,000.",759.33,"61,335,475,000.",4.27,"515,424,160.0",박종호(24.06),115.,중소기업,2,"70,067,179,280."
다믈멀티미디어(주),-,-,,,410.53,20.55,8.14,"-11,983,989,000.",.64,-39.30,76.40,"-3,613,121,000.",467.21,"11,127,167,000.",108.44,"278,179,180.0",(주)우리로(21.22),23.,중소기업,7,"31,727,618,325."
(주)드림어스컴퍼니,-,-,,,345.73,5.88,7.60,"-34,857,951,000.",.86,76.45,20.81,"-22,011,255,000.",390.71,"107,695,318,000.",40.50,"575,910,790.0",SK텔레콤(주)(52.64),287.,대기업,5,"375,573,966,040."
(주)서연탑메탈,-,40.,"466,000,000.","466,000,000.",116.4,1.62,72.97,"50,866,730,000.",.82,-12.34,86.79,"-4,201,350,000.",119.34,"119,877,430,000.",-5.47,"491,300,940.0",(주)서연(37.50),233.,대기업,7,"36,464,500,000."
(주)와이지-원,200.,200.,"6,289,832,000.","6,289,832,000.",51.13,3.11,2.42,"206,811,782,000.",.75,5.75,126.72,"23,698,338,000.",114.46,"340,264,272,000.",5.54,"169,877,320.0",송호근(28.17),"1,748.",대기업,5,"284,319,629,360."
성호전자(주),-,-,,,45.99,3.61,8.96,"22,383,352,000.",.76,0.91,66.01,"1,323,044,000.",68.77,"65,451,988,000.",10.09,"1,038,920,440.0",박현남(12.17),68.,중소기업,6,"27,512,223,790."
(주)비피도,,-,,,"2,490.51",8.78,5.30,"18,431,293,000.",,8.83,4.50,"1,132,106,000.","2,734.98","14,870,382,000.",141.83,"225,308,820.0",지근억(21.55),76.,중소기업,3,"121,268,500,000."
(주)이엘피,-,144.84,"710,504,000.","710,504,000.",523.34,3.53,10.28,"49,785,024,000.",.76,11.44,15.77,"14,642,103,000.",579.55,"50,757,512,000.",23.51,"430,148,410.0",이재혁(20.69),136.,중소기업,2,"62,545,125,000."
(주)엔에스엔,-,-,,,36.03,1.90,5.68,"-24,773,329,000.",.8,96.42,57.03,"-3,413,782,000.",48.84,"10,278,928,000.",-10.23,"1,284,866,000.0",(주)대주인터내셔널(9.78),9.,중소기업,7,"32,978,625,260."
(주)엠게임,-,-,,,218.56,5.45,,"-5,226,101,000.",.88,-0.88,26.80,"3,260,754,000.",218.56,"27,301,974,000.",-4.33,"262,518,980.0",손승철(14.12),32.,중소기업,3,"58,045,314,690."
한류타임즈(주),-,-,,,78.33,3.36,296.57,"-94,183,194,000.",.75,-11.09,278.27,"-19,941,403,000.",78.43,"14,271,940,000.",23.58,"148,666,040.0",(주)소울인베스트먼트(12.97),113.,중소기업,10,"37,540,616,340."
(주)모베이스,99.18,98.97,"2,371,083,000.","2,371,083,000.",425.42,2.71,62.81,"98,451,876,000.",.6,-47.40,18.46,"11,480,983,000.",429.41,"29,406,030,000.",8.13,"257,947,630.0",손병준(30.84),89.,중소기업,3,"82,775,539,540."
현대바이오사이언스(주),-,-,,,327.99,1.11,7.72,"-66,210,546,000.",.91,-4.42,28.56,"2,588,035,000.",353.64,"26,488,354,000.",31.19,"529,767,080.0",(주)씨앤팜(9.35),47.,중소기업,4,"182,756,215,780."
(주)멀티캠퍼스,496.9,496.9,"2,945,033,000.","2,945,033,000.",213.84,7.36,,"112,409,171,000.",.46,19.80,50.48,"16,424,013,000.",213.84,"228,543,701,000.",11.79,"291,882,120.0",삼성에스디에스(주)(47.24),860.,대기업,4,"261,370,953,900."
(주)지트리비앤티,-,-,,,141.07,5.28,15.40,"-40,277,180,000.",1.44,202.83,31.85,"1,104,133,000.",158.78,"43,900,567,000.",71.24,"452,583,160.0",(주)유양디앤유(10.31),101.,중소기업,5,"690,669,803,400."
서호전기(주),698.77,499.12,"2,570,461,000.","2,570,461,000.",344.28,3.79,10.19,"52,966,631,000.",.57,-30.58,26.23,"4,796,417,000.",364.83,"30,280,041,000.",2.96,"265,614,390.0",이상호(55.26),113.,중소기업,3,"60,512,500,000."
(주)진성티이씨,159.84,177.6,"3,992,858,000.","3,992,858,000.",150.89,4.25,21.48,"83,208,317,000.",1.,36.59,55.36,"18,889,220,000.",177.84,"295,680,054,000.",14.96,"1,302,555,300.0",윤우석(15.13),228.,대기업,3,"168,617,010,000."
(주)아이씨디,-,140.99,"2,361,102,000.","2,361,102,000.",183.48,2.72,9.83,"72,196,182,000.",.76,-25.39,42.96,"29,091,755,000.",259.45,"232,668,163,000.",-2.50,"796,808,780.0",이승호(25.33),275.,중소기업,5,"112,536,459,840."
유니온머티리얼(주),46.99,32.65,"1,371,482,000.","1,371,482,000.",93.75,2.91,6.21,"37,188,953,000.",.76,2.28,79.42,"-7,543,941,000.",137.49,"109,259,663,000.",-12.44,"369,120,480.0",(주)유니온(52.17),292.,대기업,6,"76,230,000,000."
코오롱생명과학(주),-,-,,,88.68,6.22,3.16,"32,665,592,000.",1.03,12.34,38.72,"-50,689,554,000.",137.28,"132,680,189,000.",-18.20,"244,346,570.0",(주)코오롱(20.35),514.,대기업,6,"850,220,522,000."
(주)게임빌,-,-,,,26.52,8.87,,"35,997,041,000.",.93,-8.72,73.06,"-31,723,277,000.",26.52,"64,466,952,000.",-25.75,"150,976,470.0",송병준(30.90),406.,대기업,8,"358,778,444,800."
피앤씨테크(주),-,-,,,506.2,5.01,4.28,"28,954,920,000.",.68,-23.65,13.09,"2,329,408,000.",602.47,"22,774,807,000.",4.32,"303,664,090.0",(주)광명전기(29.62),74.,중소기업,3,"54,571,440,000."
(주)와이비엠넷,41.92,99.21,"1,618,435,000.","1,618,435,000.",94.86,8.71,10.25,"19,618,595,000.",.65,2.66,83.80,"402,770,000.",110.77,"62,611,447,000.",-2.36,"137,607,580.0",(주)와이비엠(33.17),466.,대기업,6,"49,672,162,365."
(주)금화피에스시,900.,"1,300.","7,800,000,000.","7,800,000,000.",533.92,8.05,,"202,480,919,000.",.2,15.49,14.64,"38,175,421,000.",533.92,"202,098,199,000.",20.62,"233,639,540.0",김성기(16.30),868.,대기업,1,"177,900,000,000."
(주)오디텍,94.98,94.98,"1,115,724,000.","1,115,724,000.",777.87,3.79,7.24,"94,633,087,000.",.81,-7.80,5.38,"2,115,796,000.",910.56,"41,466,914,000.",2.45,"181,872,430.0",박병근(12.69),249.,중소기업,3,"69,070,060,920."
(주)네오티스,238.6,237.09,"2,611,251,000.","2,611,251,000.",102.45,3.12,9.94,"31,191,557,000.",.34,3.96,85.62,"3,000,159,000.",119.78,"45,195,339,000.",-1.53,"206,371,410.0",권은영(27.93),208.,중소기업,5,"46,808,131,500."
(주)캐스텍코리아,97.83,16.17,"267,944,000.","267,944,000.",71.78,2.44,7.60,"90,452,741,000.",.86,-5.52,101.69,"3,537,225,000.",90.71,"144,079,697,000.",19.33,"441,962,260.0",ORIENT XINGHUI(SHANGHAI)INVEST(12.96),305.,중소기업,6,"54,926,858,220."
크로바하이텍(주),-,-,,,89.6,4.57,7.55,"-6,944,840,000.",.89,-10.98,88.21,"-15,056,317,000.",100.09,"45,599,849,000.",32.04,"524,136,200.0",(주)파워리퍼블릭얼라이언스(4.08),85.,중소기업,7,"45,551,500,000."
(주)아이오케이컴퍼니,-,-,,,127.83,10.95,96.94,"-19,153,640,000.",.54,32.46,42.0,"-11,438,082,000.",127.83,"24,049,995,000.",28.17,"501,041,560.0",(주)더블유홀딩컴퍼니(27.33),37.,중소기업,7,"72,738,230,610."
아이크래프트(주),81.65,-,,,253.85,4.60,13.11,"29,865,248,000.",.64,-25.53,32.68,"-244,655,000.",297.78,"67,530,472,000.",-3.04,"531,736,000.0",박우진(19.42),140.,중소기업,5,"39,806,625,600."
코리아오토글라스(주),700.,800.,"16,000,000,000.","16,000,000,000.",124.78,7.41,9.92,"244,994,934,000.",.8,-1.37,63.57,"43,333,656,000.",146.60,"438,709,235,000.",8.42,"701,934,780.0",정몽익(25.00),625.,대기업,4,"252,000,000,000."
(주)하이텍팜,100.,50.,"354,439,000.","354,439,000.",90.9,3.58,6.95,"74,734,461,000.",.66,0.51,28.69,"2,608,425,000.",134.59,"66,388,327,000.",1.13,"614,706,730.0",ACS Dobfar s.p.a(39.57),95.,대기업,4,"123,344,806,800."
(주)서울제약,15.,-,,,271.53,1.43,8.06,"12,712,482,000.",1.16,-5.38,80.01,"-4,354,471,000.",314.60,"44,141,628,000.",-6.58,"233,553,590.0",황우성(20.44),182.,중소기업,7,"49,046,184,220."
도이치모터스(주),-,-,,,56.46,65.61,19.14,"50,185,394,000.",.7,-3.14,249.96,"11,061,542,000.",76.30,"903,848,074,000.",15.57,"947,429,850.0",권오수(27.72),965.,대기업,6,"134,993,403,120."
텔코웨어(주),336.34,376.94,"3,657,311,000.","3,657,311,000.",744.66,12.17,,"101,158,001,000.",.68,1.80,13.63,"6,341,210,000.",744.66,"42,145,350,000.",2.68,"226,587,900.0",금한태(21.36),185.,중소기업,2,"123,709,501,500."
경남제약(주),-,-,,,112.66,2.42,6.68,"2,018,772,000.",.11,3.23,83.36,"3,888,407,000.",143.42,"41,467,662,000.",90.66,"161,352,770.0",마일스톤KN펀드(12.48),243.,중소기업,6,"211,559,707,600."
옵티시스(주),60.76,60.76,"342,456,000.","342,456,000.",709.52,7.80,4.89,"28,918,237,000.",.85,18.65,9.55,"2,771,172,000.",847.14,"21,275,099,000.",7.36,"212,750,990.0",신현국(14.07),99.,중소기업,2,"40,410,120,000."
두산인프라코어(주),-,-,,,49.52,6.24,8.93,"101,839,591,000.",1.34,15.35,250.06,"71,748,072,000.",67.0,"3,058,277,034,000.",4.45,"1,130,183,680.0",두산중공업(주)(36.28),"2,826.",대기업,7,"1,579,917,610,920."
대우조선해양(주),-,-,,,113.26,1.92,9.33,"541,514,382,000.",1.36,-9.73,214.51,"946,109,171,000.",138.46,"9,599,758,587,000.",36.0,"965,964,840.0",한국산업은행(55.72),"9,780.",대기업,7,"3,661,076,430,800."
(주)네오팜,474.08,616.31,"4,598,428,000.","4,598,428,000.",404.64,7.96,11.63,"46,233,374,000.",.94,23.87,22.40,"15,804,253,000.",456.08,"66,336,414,000.",24.95,"566,977,900.0",(주)잇츠한불(30.95),127.,중소기업,3,"335,755,665,000."
(주)디엠에스,49.95,99.9,"2,300,976,000.","2,300,976,000.",101.71,2.62,140.98,"91,937,574,000.",.85,10.42,109.56,"18,180,467,000.",102.61,"293,684,096,000.",12.33,"1,405,187,060.0",박용석(22.03),195.,대기업,6,"105,719,115,330."
(주)아톤,,,,,276.75,8.40,86.54,"7,489,996,000.",.85,9.84,87.99,"3,684,698,000.",281.29,"26,150,482,000.",81.03,"348,673,090.0",김종서(45.98),75.,중소기업,4,
(주)휴비스,286.18,286.18,"9,873,096,000.","9,873,096,000.",73.44,7.77,8.25,"163,078,031,000.",1.,4.82,132.70,"3,764,532,000.",113.51,"1,041,438,495,000.",-2.92,"1,079,210,880.0",(주)삼양홀딩스(25.50),880.,대기업,6,"259,095,000,000."
(주)동원F&B,"2,500.","3,000.","11,577,372,000.","11,577,372,000.",93.79,10.59,6.69,"427,509,584,000.",.42,4.04,88.23,"41,005,780,000.",233.21,"1,632,631,810,000.",4.92,"529,216,150.0",(주)동원엔터프라이즈(71.25),"3,073.",대기업,4,"1,109,498,150,000."
(주)필링크,-,-,,,50.53,6.43,4.79,"19,754,723,000.",1.05,197.24,58.30,"7,702,709,000.",74.68,"41,963,168,000.",33.87,"559,508,910.0",(주)에너전트(17.51),80.,중소기업,6,"113,089,446,210."
(주)인터로조,309.53,312.4,"3,441,604,000.","3,277,718,000.",310.49,1.65,4.40,"105,020,660,000.",.58,-2.52,20.20,"14,769,548,000.",406.04,"78,230,603,000.",18.51,"143,279,490.0",노시철(29.29),537.,중소기업,2,"271,562,862,850."
(주)엔텔스,-,-,,,193.95,6.05,365.43,"22,147,119,000.",.8,32.58,38.84,"1,078,743,000.",193.95,"61,950,966,000.",1.92,"264,747,720.0",심재희(19.43),244.,중소기업,4,"71,751,960,800."
(주)웹젠,-,-,,,409.75,7.82,"1,918.10","199,606,533,000.",1.09,32.03,25.36,"45,453,953,000.",409.89,"210,124,927,000.",14.31,"366,710,170.0",김병관(26.72),572.,대기업,2,"752,121,829,200."
(주)가비아,28.89,28.89,"391,060,000.","391,060,000.",101.65,19.13,,"43,111,194,000.",.6,5.41,39.10,"2,762,732,000.",101.65,"55,197,652,000.",4.55,"197,134,470.0",김홍국(18.30),274.,중소기업,3,"86,086,950,240."
아미코젠(주),-,-,,,179.02,2.75,4.33,"57,854,307,000.",1.27,17.08,15.95,"34,629,063,000.",241.51,"23,594,662,000.",36.06,"140,444,420.0",신용철(16.02),180.,중소기업,3,"654,430,491,000."
자이에스앤디(주),,,,,212.06,5.98,286.98,"26,077,382,000.",.68,50.08,260.44,"10,716,038,000.",213.36,"212,696,333,000.",39.56,"75,025,160.0",지에스건설(주)(85.61),"2,940.",대기업,5,
한국유나이티드제약(주),274.06,301.46,"4,885,897,000.","4,885,897,000.",188.08,4.21,5.78,"222,098,385,000.",1.42,7.57,32.16,"31,672,447,000.",253.78,"211,935,530,000.",13.29,"255,344,010.0",강덕영(27.99),833.,대기업,2,"371,958,039,900."
(주)세진중공업,30.,20.,"767,454,000.","767,454,000.",16.66,7.21,5.16,"124,416,054,000.",1.17,-16.09,125.35,"687,058,000.",44.75,"210,536,071,000.",-0.46,"711,270,510.0",윤종국(33.64),325.,대기업,7,"149,078,017,200."
(주)아이마켓코리아,349.44,426.25,"15,320,863,000.","15,320,863,000.",136.51,8.40,31.09,"262,762,055,000.",.87,-2.56,95.86,"18,107,638,000.",161.07,"2,248,879,468,000.",0.33,"5,076,477,350.0",(주)인터파크홀딩스(40.01),441.,대기업,5,"248,727,912,800."
(주)오킨스전자,-,-,,,62.65,4.97,4.62,"6,056,802,000.",.45,-14.16,104.41,"212,937,000.",104.48,"31,857,846,000.",-1.05,"225,942,170.0",전진국(20.15),119.,중소기업,6,"16,027,000,000."
덕산하이메탈(주),-,-,,,840.24,6.50,8.10,"168,031,793,000.",.44,5.95,4.01,"6,476,920,000.",952.33,"47,754,014,000.",4.84,"287,674,780.0",덕산홀딩스(주)(34.88),180.,중소기업,3,"102,574,032,015."
씨제이프레시웨이(주),200.,272.27,"3,232,317,000.","3,232,317,000.",58.14,7.39,18.26,"47,336,008,000.",.59,17.24,344.91,"11,791,308,000.",83.65,"2,107,459,892,000.",1.81,"330,374,650.0",CJ(주)(47.11),"7,022.",대기업,5,"314,597,029,000."
효성아이티엑스(주),486.91,484.42,"6,038,255,000.","6,038,255,000.",78.69,8.38,66.90,"22,278,513,000.",1.05,2.89,165.48,"8,146,705,000.",86.65,"390,802,827,000.",-24.61,"57,530,230.0",조현준(37.91),"6,492.",대기업,5,"120,205,280,000."
(주)이엠넷,30.,20.,"445,522,000.","445,522,000.",331.48,1.49,,"32,580,099,000.",.49,9.49,36.76,"7,159,978,000.",331.48,"21,206,332,000.",16.87,"70,687,770.0",김영원(32.51),319.,중소기업,3,"48,004,948,090."
(주)머큐리,,-,,,304.26,6.12,6.02,"14,025,441,000.",1.04,-3.21,36.61,"13,576,766,000.",460.99,"133,892,278,000.",76.60,"693,742,370.0",(주)아이즈비전(64.28),194.,대기업,4,"152,803,260,000."
진양화학(주),-,-,,,127.89,6.32,17.26,"17,757,837,000.",1.22,0.28,38.94,"-331,448,000.",169.08,"49,730,594,000.",-1.82,"492,382,120.0",(주)진양홀딩스(66.86),92.,중소기업,5,"75,600,000,000."
(주)대우건설,-,-,,,87.6,3.33,18.07,"-105,223,162,000.",1.38,-9.95,269.61,"247,630,799,000.",102.10,"10,204,674,621,000.",-0.60,"1,915,651,330.0",케이디비밸류제육호(50.75),"5,395.",대기업,5,"2,240,206,018,820."
(주)포스코인터내셔널,500.,600.,"74,024,935,000.","74,024,935,000.",94.63,6.10,30.75,"1,640,218,644,000.",1.2,11.57,213.43,"97,771,702,000.",111.16,"23,308,796,353,000.",0.85,"12,203,558,300.0",(주)포스코(62.90),"1,923.",대기업,6,"2,245,427,711,800."
(주)상보,-,-,,,55.42,2.93,4.45,"-45,519,801,000.",.9,-3.48,258.82,"-27,821,181,000.",67.64,"64,888,592,000.",-44.94,"383,956,170.0",김상근(19.90),166.,중소기업,10,"49,309,137,900."
한솔시큐어(주),-,-,,,873.61,4.06,31.27,"2,291,402,000.",.28,-11.15,10.82,"-4,919,980,000.",883.97,"13,424,149,000.",-19.51,"203,396,200.0",한솔인티큐브(주)(27.18),52.,중소기업,6,"33,920,770,770."
(주)뉴로스,-,-,,,82.71,1.18,2.42,"4,153,270,000.",1.34,6.25,130.94,"-8,005,993,000.",109.53,"44,688,477,000.",5.91,"328,591,740.0",김승우(13.00),136.,중소기업,7,"125,447,381,600."
(주)나노신소재,128.2,138.11,"1,498,236,000.","1,498,236,000.",412.55,4.34,1.47,"47,322,144,000.",1.21,14.66,10.42,"7,577,945,000.",960.61,"52,249,960,000.",7.03,"267,948,510.0",박장우(24.62),219.,중소기업,2,"165,979,494,900."
(주)엔에스,-,150.,"735,000,000.","735,000,000.",56.31,4.86,1.46,"14,522,512,000.",1.02,20.58,172.78,"2,591,446,000.",131.72,"43,702,837,000.",11.49,"464,923,800.0",이세용(38.75),112.,중소기업,6,"48,951,000,000."
(주)유니온커뮤니티,67.43,65.99,"968,676,000.","968,676,000.",195.73,2.67,4.20,"10,510,088,000.",.68,-3.10,48.96,"3,631,625,000.",266.33,"35,925,284,000.",4.13,"342,145,560.0",신요식(20.68),120.,중소기업,4,"38,752,578,480."
씨큐브(주),114.05,129.67,"1,043,871,000.","1,043,871,000.",86.95,4.88,2.15,"35,600,260,000.",.51,3.03,45.10,"4,504,161,000.",198.0,"41,389,314,000.",6.71,"252,373,870.0",장길완(21.55),169.,중소기업,3,"53,857,450,290."
(주)이퓨쳐,-,-,,,748.01,2.18,5.11,"9,013,567,000.",.52,14.49,21.72,"333,234,000.",869.17,"9,828,718,000.",2.28,"200,586,080.0",이기현(23.79),48.,중소기업,3,"18,027,765,000."
(주)에스앤에스텍,50.,48.43,"955,708,000.","955,708,000.",109.87,6.37,6.55,"34,828,588,000.",.85,13.20,55.41,"4,622,718,000.",146.21,"61,016,170,000.",1.67,"326,289,680.0",정수홍(22.14),195.,중소기업,5,"74,402,197,870."
(주)서플러스글로벌,75.,39.1,"1,446,160,000.","1,446,160,000.",59.42,116.80,1.52,"90,341,644,000.",.76,25.73,42.89,"19,690,664,000.",287.27,"138,151,491,000.",13.78,"2,606,631,910.0",김정웅(34.68),53.,중소기업,4,"113,368,220,000."
현대오토에버(주),,,"14,250,170,000.","14,250,170,000.",192.64,3.03,,"394,859,467,000.",,-4.86,76.59,"46,006,607,000.",192.64,"1,102,316,752,000.",6.51,"590,105,330.0",현대자동차(주)(28.96),"1,988.",대기업,3,
메디포스트(주),-,-,,,231.13,6.32,5.93,"-33,748,515,000.",1.56,5.05,39.06,"-2,018,130,000.",266.15,"44,383,628,000.",17.04,"193,814,970.0",양윤선(6.36),226.,중소기업,5,"575,968,417,200."
에스엔유프리시젼(주),-,-,,,511.94,1.47,18.83,"-20,309,130,000.",.58,-28.97,26.55,"10,042,509,000.",563.10,"82,551,448,000.",13.39,"509,576,840.0",(주)에스에프에이(37.19),138.,중소기업,3,"99,707,937,350."
이트론(주),-,-,,,649.89,1.61,13.75,"-6,233,930,000.",.81,-45.57,5.39,"-6,233,930,000.",669.62,"8,470,642,000.",-8.42,"196,991,670.0",(주)이아이디(31.11),42.,중소기업,5,"43,670,831,932."
(주)홈캐스트,-,-,,,329.42,2.64,8.10,"-599,687,000.",1.47,-33.38,14.62,"-19,980,212,000.",358.71,"27,258,830,000.",-20.39,"504,793,150.0",(주)에이치바이온(4.87),52.,중소기업,5,"148,964,954,450."
(주)이엠따블유,-,-,,,136.42,1.55,10.96,"-28,920,103,000.",.84,-13.32,134.11,"-19,563,545,000.",138.05,"32,088,105,000.",-32.30,"174,391,880.0",류병훈(18.34),260.,중소기업,7,"88,360,067,660."
(주)케이티스카이라이프,348.11,348.11,"16,647,174,000.","16,647,174,000.",262.16,4.96,113.51,"384,692,339,000.",.38,1.65,21.08,"50,960,691,000.",269.15,"657,494,816,000.",14.36,"1,873,204,600.0",(주)케이티(49.99),362.,대기업,2,"549,952,609,000."
(주)뷰웍스,198.71,295.6,"2,956,512,000.","2,956,512,000.",760.85,5.04,5.54,"134,702,475,000.",.63,-4.93,8.78,"20,888,631,000.",965.61,"116,568,491,000.",11.25,"420,824,880.0",김후식(14.56),284.,중소기업,2,"330,061,545,000."
(주)에이비프로바이오,-,-,,,78.24,1.16,1.06,"28,510,985,000.",.78,-13.40,41.39,"-11,498,245,000.",124.81,"21,595,116,000.",10.12,"276,860,460.0",(주)딜던쉐어즈(8.75),83.,중소기업,7,"75,464,693,577."
지스마트글로벌(주),-,-,,,251.88,0.62,5.15,"23,125,258,000.",1.12,-67.18,39.11,"-13,697,658,000.",300.02,"31,560,874,000.",-0.73,"420,811,650.0",지스마트(주)(5.90),35.,중소기업,6,"157,782,138,120."
(주)넥스턴,146.93,90.21,"1,068,717,000.","1,068,717,000.",452.27,3.74,2.19,"50,086,062,000.",.91,-39.03,18.85,"5,548,998,000.",556.88,"26,649,697,000.",4.08,"386,227,490.0",(주)대호테크(33.50),70.,중소기업,4,"131,496,372,000."
(주)파수닷컴,-,-,,,201.37,1.64,,"-2,669,501,000.",.58,-11.60,98.55,"1,022,899,000.",201.37,"25,818,216,000.",41.65,"127,183,330.0",조규곤(25.70),198.,중소기업,6,"30,978,269,190."
(주)LG화학,"5,859.56","5,859.56","460,058,000,000.","460,058,000,000.",142.95,5.98,10.36,"14,255,592,000,000.",1.34,11.66,43.39,"1,581,064,000,000.",199.11,"23,315,318,000,000.",6.74,"1,265,829,740.0",(주)LG(33.34),"20,125.",대기업,2,"25,998,703,421,000."
(주)LG생활건강,"8,447.71","8,682.37","155,098,229,000.","155,098,229,000.",84.55,10.63,13.86,"2,693,293,687,000.",1.15,9.22,31.29,"605,848,632,000.",124.39,"4,060,157,954,000.",19.03,"907,500,660.0",(주)LG(34.03),"4,512.",대기업,1,"18,573,036,129,000."
메가스터디(주),688.85,397.85,"4,742,801,000.","4,742,801,000.",557.39,2.62,8.21,"207,367,563,000.",.5,11.08,8.71,"14,534,682,000.",577.91,"31,025,052,000.",5.50,"298,317,810.0",손주은(28.09),114.,대기업,3,"117,540,655,740."
엘컴텍(주),39.98,29.99,"2,532,192,000.","2,532,192,000.",204.1,3.61,12.40,"9,793,613,000.",.08,-22.29,5.01,"2,045,669,000.",266.58,"38,790,817,000.",-2.02,"760,604,250.0",(주)파트론(58.07),49.,대기업,3,"155,805,672,555."
(주)파인넥스,-,-,,,55.71,0.76,6.65,"-119,315,431,000.",.78,-18.89,304.18,"-18,202,363,000.",56.25,"14,117,750,000.",-40.88,"336,136,900.0",(주)넥스지(13.41),13.,중소기업,10,"38,905,101,900."
(주)모아텍,-,-,,,852.93,3.97,12.19,"75,479,852,000.",.1,231.57,7.52,"1,428,833,000.",916.54,"44,846,369,000.",2.27,"427,108,280.0",MINEBEAMITSUMI.INC(50.85),90.,중소기업,4,"64,848,612,125."
(주)쎄미시스코,48.79,20.,"108,023,000.","108,023,000.",241.44,3.83,6.60,"20,184,650,000.",.91,-12.36,31.42,"871,488,000.",280.12,"21,925,847,000.",-0.88,"204,914,460.0",이순종(33.75),103.,중소기업,5,"39,366,000,000."
(주)픽셀플러스,86.27,84.89,"693,255,000.","693,255,000.","1,258.91",31.14,3.93,"86,564,916,000.",.66,-31.01,5.44,"-9,504,673,000.","1,515.54","37,849,986,000.",-11.66,"291,153,740.0",이서규(23.56),116.,중소기업,5,"49,326,010,320."
(주)디엔에프,291.64,188.85,"2,032,366,000.","2,032,366,000.",134.31,18.54,5.01,"62,416,481,000.",.62,-0.19,28.29,"14,116,309,000.",240.86,"74,242,592,000.",10.53,"331,440,140.0",김명운(18.27),218.,중소기업,2,"81,574,656,240."
(주)토비스,155.97,188.,"3,142,819,000.","3,142,819,000.",136.38,6.15,7.54,"139,544,591,000.",.6,-17.75,49.41,"18,464,065,000.",211.37,"430,991,035,000.",6.11,"1,539,253,700.0",김용범(8.97),289.,대기업,4,"111,837,118,020."
(주)에프알텍,-,-,,,116.73,7.19,7.10,"29,567,537,000.",.84,5.47,63.20,"-1,048,571,000.",136.81,"24,525,643,000.",-2.75,"445,920,780.0",남재국(36.12),56.,중소기업,7,"35,226,000,000."
(주)미코,-,39.33,"1,231,638,000.","1,231,638,000.",131.3,6.73,9.14,"11,265,061,000.",1.04,12.88,92.01,"5,671,199,000.",168.26,"80,314,284,000.",9.08,"224,969,980.0",전선규(16.10),378.,중소기업,5,"146,561,702,040."
(주)코디엠,-,-,,,89.23,3.80,10.69,"-13,104,037,000.",1.16,-51.77,65.12,"-14,753,233,000.",94.38,"33,229,693,000.",-2.95,"431,554,450.0",코디엠바이오컨소시엄(11.93),57.,중소기업,7,"105,181,678,271."
(주)아이엠비씨,-,-,,,298.29,8.36,,"29,953,178,000.",.56,0.76,18.70,"-2,041,775,000.",298.29,"51,034,398,000.",-3.04,"510,343,980.0",(주)문화방송(58.13),99.,대기업,4,"51,865,000,000."
(주)이수앱지스,-,-,,,346.71,4.32,0.94,"-68,367,759,000.",1.47,-13.94,16.92,"-12,988,973,000.",664.85,"16,745,736,000.",-3.73,"110,898,910.0",(주)이수화학(31.88),161.,대기업,6,"169,336,857,120."
(주)코스온,-,-,,,102.77,2.76,3.08,"7,591,116,000.",.99,-2.27,73.29,"-2,815,844,000.",135.57,"83,677,255,000.",52.33,"338,774,310.0",이동건(11.28),261.,중소기업,8,"189,776,184,150."
(주)디엔에이링크,-,-,,,114.96,2.05,5.80,"-29,621,546,000.",1.28,-14.71,78.76,"-3,751,618,000.",130.42,"12,094,514,000.",-17.34,"186,069,450.0",에이티넘고성장기업투자조합(17.04),70.,중소기업,7,"43,595,468,000."
우리손에프앤지농업회사법인(주),-,25.,"1,730,941,000.","1,730,941,000.",58.02,22.22,4.98,"48,881,724,000.",.59,0.51,39.34,"4,185,973,000.",101.69,"83,233,982,000.",-2.71,"650,265,480.0",(주)이지바이오(43.78),130.,대기업,5,"109,049,287,725."
현대글로비스(주),"3,000.","3,300.","123,750,000,000.","123,750,000,000.",102.59,8.88,17.67,"3,498,463,333,000.",.66,3.59,98.08,"326,614,986,000.",139.34,"13,452,449,611,000.",4.68,"10,396,019,790.0",정의선(23.29),"1,379.",대기업,5,"4,837,500,000,000."
(주)디지캡,-,-,,,422.46,4.80,,"9,400,613,000.",.75,10.50,48.27,"1,132,202,000.",422.46,"18,022,795,000.",55.31,"174,978,590.0",신용태(20.66),105.,중소기업,5,"26,141,768,660."
(주)바이오톡스텍,-,-,,,54.4,5.72,41.83,"3,219,751,000.",1.63,7.84,79.28,"3,601,874,000.",56.88,"24,105,320,000.",16.79,"128,219,790.0",강종구(13.98),204.,중소기업,5,"121,032,017,130."
(주)위메이드,594.11,585.7,"9,839,711,000.","9,839,711,000.","2,584.86",72.28,,"127,609,527,000.",1.15,-55.45,1.87,"-31,992,001,000.","2,584.86","19,591,377,000.",-16.78,"337,782,360.0",박관호(46.77),59.,대기업,5,"435,960,000,000."
